6,10,214,,,,,,,,,
*,*,2,2,2,2,2,2,2,2,2,2
2,6,7,1,3,5,,,,,,
100,0,0,0,0,0,0,1,1,1,0,0
,,,,,,,,,,,
101,1,1,1,1,0,1,0,0,1,0,0
,,,,,,,,,,,
102,2,1,0,1,0,1,1,0,1,0,0
,,,,,,,,,,,
103,3,0,0,1,1,0,1,1,0,0,0
,,,,,,,,,,,
102,4,1,0,1,0,1,1,0,1,0,0
,,,,,,,,,,,
100,5,1,1,0,0,0,0,0,1,0,0
,,,,,,,,,,,
102,6,1,0,1,0,1,1,0,1,0,0
,,,,,,,,,,,
104,7,1,0,1,0,0,0,1,0,0,0
,,,,,,,,,,,
100,8,0,1,1,0,0,0,0,1,0,0
,,,,,,,,,,,
103,9,0,1,0,0,0,1,1,1,0,0
,,,,,,,,,,,
100,0,1,1,0,1,0,1,1,0,0,0
,,,,,,,,,,,
102,1,1,0,1,0,1,0,0,1,0,0
,,,,,,,,,,,
100,2,1,1,0,0,0,1,0,1,0,0
,,,,,,,,,,,
104,3,1,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
100,4,0,0,0,0,1,1,0,0,0,0
,,,,,,,,,,,
103,5,0,0,1,1,1,1,0,0,0,0
,,,,,,,,,,,
100,6,1,1,1,1,0,0,1,0,0,0
,,,,,,,,,,,
100,7,1,1,1,0,0,0,0,1,0,0
,,,,,,,,,,,
103,8,0,0,0,0,0,0,1,0,0,0
,,,,,,,,,,,
102,9,1,0,1,0,1,1,0,0,0,0
,,,,,,,,,,,
101,0,1,1,1,0,1,0,0,1,0,0
,,,,,,,,,,,
103,1,0,0,0,1,0,0,1,0,0,0
,,,,,,,,,,,
102,2,1,0,1,0,1,1,0,0,0,0
,,,,,,,,,,,
103,3,0,1,0,0,0,0,1,1,0,0
,,,,,,,,,,,
100,4,0,0,1,1,1,0,1,0,0,0
,,,,,,,,,,,
103,5,0,0,0,1,0,1,1,0,0,0
,,,,,,,,,,,
100,6,0,0,1,1,1,1,1,0,0,0
,,,,,,,,,,,
103,7,0,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
102,8,1,1,1,0,1,1,1,0,0,0
,,,,,,,,,,,
103,9,0,0,0,1,1,1,1,0,0,0
,,,,,,,,,,,
103,0,0,1,1,1,0,0,0,1,0,0
,,,,,,,,,,,
